0,Mom,Home,ADD
12,Ezuw,Park,ADD
15,Zuxoru,Park,ADD
26,Jiduqu,Park,ADD
27,Igo,Park,ADD
27,Epoce,Park,ADD
27,Ucamir,Park,ADD
30,Varahu,Park,ADD
31,Initaj,Park,ADD
38,Zefozeq,Park,ADD
41,Azo,Park,ADD
41,Uqizede,Park,ADD
43,Bih,Park,ADD
47,Tosus,Park,ADD
49,Afe,Park,ADD
50,Igafe,Park,ADD
54,Befawi,Park,ADD
65,Aakusay,Park,ADD
72,Adezuhi,Park,ADD
80,Ubec,Park,ADD
88,Eamomuv,Park,ADD
94,Eodig,Park,ADD
95,Uvowufa,Park,ADD
96,Iuy,Park,ADD
97,Ayef,Park,ADD
98,Ovaxoj,Park,ADD
101,Iuvag,Park,ADD
103,Ejobux,Park,ADD
103,Iosaz,Bus,ADD
108,Itihut,Park,ADD
111,Ozadu,Park,ADD
113,Sakul,Park,ADD
113,Oga,Park,ADD
117,Osigoc,Park,ADD
119,Regire,Park,ADD
133,Iro,Park,ADD
137,Eosiy,Park,ADD
144,Ionesok,Park,ADD
146,Esocize,Park,ADD
147,Jolexuf,Park,ADD
154,Umahef,Park,ADD
157,Oga,Home,62,REM
157,Ecac,Park,ADD
158,Ahavis,Park,ADD
174,Igi,Park,ADD
178,Eyififu,Park,ADD
183,Ilezosa,Park,ADD
194,Iuge,Bus,ADD
197,Onovak,Park,ADD
199,Ais,Park,ADD
202,Aqe,Park,ADD
205,Eciti,Park,ADD
208,Zaqili,Park,ADD
209,Opu,Park,ADD
210,Ogep,Park,ADD
214,Jog,Park,ADD
217,Varahu,Home,131,REM
224,Awuc,Park,ADD
233,Uofij,Park,ADD
239,Uto,Park,ADD
240,Itihut,Home,128,REM
246,Qob,Park,ADD
250,Iaqiruf,Park,ADD
252,Wopasa,Park,ADD
252,Uzoz,Park,ADD
253,Cuxez,Park,ADD
254,Awuc,Home,27,REM
259,Efubu,Park,ADD
260,Atiberi,Park,ADD
260,Haf,Park,ADD
265,Aapesat,Park,ADD
272,Ijirot,Park,ADD
273,Umahef,Home,101,REM
281,Oap,Park,ADD
281,Auna,Park,ADD
284,Ogi,Park,ADD
284,Ogi,Park,ADD
287,Iiyew,Bus,ADD
292,Xuyegu,Park,ADD
294,Aav,Park,ADD
295,Aza,Park,ADD
299,Sazeva,Park,ADD
302,Icikepo,Park,ADD
302,Oseyoke,Park,ADD
304,Iwac,Park,ADD
305,Aelay,Park,ADD
318,Oilo,Park,ADD
327,Aley,Park,ADD
343,Eonuziz,Bus,ADD
352,Ohuri,Park,ADD
353,Eni,Park,ADD
353,Eni,Park,ADD
357,Uuve,Park,ADD
357,Aam,Park,ADD
358,Ulafo,Park,ADD
361,Usapar,Park,ADD
362,Hirozew,Park,ADD
363,Autekoj,Park,ADD
